0,1,2,3,4,5,6,7,files,Class
0.951276,-0.55967855,-0.99823546,-0.44976717,-0.9828575,-0.99997795,-0.9989127,-0.9998839,devel_0001.wav,0
0.97654516,0.842998,-0.99987704,0.6550764,-0.99470925,-0.9999993,-0.99903923,-0.9999744,devel_0002.wav,1
0.9945064,0.9971876,-0.9999438,0.97114646,-0.9991141,-1.0,-0.999757,-0.99999,devel_0003.wav,2
0.9780161,0.9976954,-0.99992657,0.95813304,-0.9977092,-0.9999999,-0.9944806,-0.99995106,devel_0004.wav,2
0.9929703,0.99462247,-0.99994695,0.976759,-0.9983239,-0.9999999,-0.99973345,-0.99998903,devel_0005.wav,0
0.99263376,0.9916781,-0.9998718,0.9284564,-0.9993097,-1.0,-0.9996836,-0.99998885,devel_0006.wav,1
0.98956466,0.23618351,-0.9998978,0.7015555,-0.9969171,-0.999995,-0.99969196,-0.99999136,devel_0007.wav,1
0.9943668,0.99121326,-0.99989444,0.9428366,-0.99886966,-1.0,-0.99959403,-0.9999907,devel_0008.wav,2
0.98600763,0.9502426,-0.99993736,0.849944,-0.99850845,-0.9999998,-0.9996884,-0.9999939,devel_0009.wav,0
0.98315346,0.881022,-0.99992293,0.707201,-0.9985256,-0.9999998,-0.9994995,-0.9999909,devel_0010.wav,2
0.9894972,0.14107741,-0.9999101,0.14115775,-0.9993228,-0.99999964,-0.99966544,-0.9999871,devel_0011.wav,0
0.98980826,0.9978668,-0.9999227,0.9624721,-0.9988424,-1.0,-0.9997054,-0.99998564,devel_0012.wav,1
0.99850976,0.9986937,-0.9999418,0.97803426,-0.9990667,-1.0,-0.9998175,-0.9999914,devel_0013.wav,2
0.9979788,0.99864787,-0.9999438,0.937618,-0.9992621,-1.0,-0.99981904,-0.99998945,devel_0014.wav,0
0.998022,0.9986582,-0.9999506,0.97612745,-0.9989636,-1.0,-0.99979305,-0.9999914,devel_0015.wav,2
0.7956627,0.67846537,-0.9921646,-0.009216145,-0.9906924,-0.9999782,-0.9985946,-0.99836725,devel_0016.wav,1
0.9837713,0.9929235,-0.9890195,-0.11241174,-0.9598412,-0.999996,-0.99919474,-0.9967837,devel_0017.wav,2
0.9756333,0.95521295,-0.9998808,0.86695373,-0.9969145,-0.9999999,-0.99934757,-0.9999717,devel_0018.wav,1
0.9971705,0.9950592,-0.99991775,0.98515224,-0.9995423,-1.0,-0.99983394,-0.9999885,devel_0019.wav,2
0.99627036,0.9907891,-0.99993104,0.93988496,-0.999358,-1.0,-0.99965376,-0.99998933,devel_0020.wav,1
0.9987978,0.9986511,-0.9999487,0.9739783,-0.9993126,-1.0,-0.9997464,-0.99999005,devel_0021.wav,1
