0,1,2,3,4,5,6,7,files,Class
-0.7067419,0.4434303,-0.4261656,-0.43789905,0.7492566,-0.5626662,-0.7324649,0.47167948,train_0002.wav,0
-0.66019017,0.50098443,-0.45461813,-0.3473695,0.44191927,-0.48900843,-0.5454564,0.4286156,train_0008.wav,0
-0.5225518,0.6116049,-0.4688488,-0.08382793,0.57123876,-0.69192225,-0.8253022,0.48769388,train_0010.wav,0
-0.41554353,0.52265924,-0.4192064,-0.5744838,0.6597328,-0.53266764,-0.5724335,0.5534636,train_0028.wav,0
-0.4087105,0.31547934,-0.2289919,-0.24864332,0.30833587,-0.08057221,-0.41065037,0.4447827,train_0040.wav,0
-0.44165432,0.18378207,-0.15632956,0.14854716,0.47028768,-0.14038959,-0.57225657,0.31226677,train_0043.wav,0
-0.48270735,0.4159901,-0.35958833,-0.005245514,0.604599,-0.3043653,-0.19887376,0.3262389,train_0052.wav,0
-0.65366244,0.5933115,-0.51650137,-0.35136437,0.7972906,-0.52817774,-0.9124284,0.67460185,train_0061.wav,0
-0.65805316,0.596315,-0.5256993,-0.35490343,0.7485988,-0.55983746,-0.85451126,0.566342,train_0065.wav,0
-0.4502964,0.39411741,-0.36500493,-0.5406556,0.6019731,-0.40976653,-0.7660893,0.5388555,train_0071.wav,0
-0.3973185,0.37063032,-0.28172264,-0.15389504,0.654376,-0.30431324,-0.4265934,0.35954064,train_0074.wav,0
-0.34273982,0.15146577,-0.35772395,-0.18592973,0.20243414,-0.20164232,-0.23027784,0.2738393,train_0079.wav,0
-0.39916867,0.41802424,-0.27952486,-0.019772813,0.5466621,-0.14710622,-0.794914,0.42709494,train_0083.wav,0
-0.6296165,0.5217864,-0.63103,-0.44260594,0.6022098,-0.51366436,-0.68778443,0.5753832,train_0093.wav,0
-0.83090633,0.7273029,-0.7397371,-0.5992898,0.8697906,-0.7324046,-0.9167204,0.7898634,train_0095.wav,0
-0.5144886,0.46612933,-0.5437989,-0.22901168,0.5907636,-0.25650054,-0.69358027,0.58743596,train_0097.wav,0
-0.75253165,0.7224146,-0.6980316,-0.7455303,0.8078224,-0.74399316,-0.85333705,0.77361906,train_0101.wav,0
-0.34964114,0.47027627,-0.2788884,-0.3664855,0.52675605,-0.26012588,-0.5756833,0.46189016,train_0104.wav,0
-0.61141217,0.4966962,-0.5780789,-0.47001433,0.8125943,-0.5535677,-0.7392938,0.56128365,train_0105.wav,0
-0.5504258,0.46705782,-0.38828784,-0.43699893,0.48311904,-0.4435831,-0.73039937,0.378889,train_0106.wav,0
-0.72670496,0.6079291,-0.62264526,-0.4713148,0.80816525,-0.41171646,-0.86914736,0.6548148,train_0109.wav,0
-0.2851592,0.15223677,0.028511181,0.00057962537,0.17408238,-0.10331382,-0.055665858,0.12212254,train_0120.wav,0
-0.56010985,0.43858254,-0.48446608,-0.25273007,0.4028686,-0.4484414,-0.7006931,0.44850692,train_0128.wav,0
-0.45499495,0.39408234,-0.36349067,-0.22907233,0.4349031,-0.2559247,-0.42836434,0.30851293,train_0133.wav,0
-0.55830306,0.38386452,-0.25270337,-0.06039369,0.54646343,-0.19300586,-0.5900372,0.34964436,train_0134.wav,0
-0.51136625,0.33081344,-0.30923358,-0.035659947,0.5417758,-0.33730826,-0.4982496,0.4086215,train_0136.wav,0
-0.7871126,0.7485784,-0.68352044,-0.61305076,0.8368384,-0.7507817,-0.8614422,0.840985,train_0144.wav,0
-0.6866768,0.30218193,-0.3898248,-0.15369684,0.45595452,-0.36650544,-0.4297666,0.41559,train_0152.wav,0
-0.6538862,0.45968032,-0.4440749,-0.15364447,0.76250684,-0.5215981,-0.7274449,0.56365454,train_0158.wav,0
-0.61945015,0.4778319,-0.42284286,-0.40950078,0.49690828,-0.50220466,-0.7576965,0.45602152,train_0161.wav,0
-0.5581218,0.33086997,-0.2967155,-0.16049278,0.2593489,-0.21370472,-0.33206218,0.20084894,train_0167.wav,0
-0.34865803,0.3244052,-0.44438827,-0.38501942,0.68454707,-0.36659837,-0.7519771,0.3769754,train_0170.wav,0
-0.17716362,0.4184004,-0.2856404,-0.3383801,0.29071075,-0.16618627,-0.4683898,0.31466576,train_0172.wav,0
-0.46731046,0.52042896,-0.38644445,-0.23443644,0.49372855,-0.26776314,-0.43417627,0.56629884,train_0175.wav,0
-0.83234686,0.7187087,-0.7541187,-0.65508807,0.89347404,-0.7693991,-0.77795136,0.84341925,train_0177.wav,0
-0.8651749,0.7455728,-0.77172905,-0.61129177,0.87201047,-0.75224435,-0.85384774,0.7901085,train_0192.wav,0
-0.7857095,0.68380344,-0.70844656,-0.5372176,0.67531097,-0.791714,-0.88496834,0.6653006,train_0197.wav,0
-0.48289424,0.4798107,-0.23768473,-0.34759367,0.7143291,-0.26527148,-0.70942056,0.44494858,train_0200.wav,0
-0.8204415,0.6726345,-0.62495524,-0.38498062,0.8478175,-0.478684,-0.7632867,0.71564466,train_0201.wav,0
-0.6862327,0.68968314,-0.70100236,-0.5292731,0.8337076,-0.7090688,-0.93257284,0.7190964,train_0204.wav,0
-0.43071336,0.52850324,-0.38943353,-0.14152096,0.69080824,-0.5827675,-0.87564445,0.44899616,train_0206.wav,0
-0.6728781,0.6505381,-0.6725643,-0.43071797,0.8377466,-0.44198,-0.70711654,0.6426063,train_0209.wav,0
-0.6332881,0.6601403,-0.49073297,-0.36781177,0.78416085,-0.55898577,-0.8320919,0.68421626,train_0211.wav,0
-0.5670038,0.573019,-0.505624,-0.5447899,0.80659217,-0.6171832,-0.8066529,0.7447236,train_0212.wav,0
-0.59436744,0.22318816,-0.1993549,-0.15301009,0.28728262,-0.27641612,-0.31391156,0.2293048,train_0227.wav,0
-0.46022934,0.21439138,-0.36128837,-0.42483503,0.44054586,-0.41527545,-0.14354715,0.28195006,train_0229.wav,0
-0.6981229,0.67503613,-0.475638,-0.38948676,0.70675325,-0.60526097,-0.7043713,0.6742147,train_0233.wav,0
-0.6612308,0.5056119,-0.41029912,-0.27271247,0.83680123,-0.46335506,-0.7795737,0.6378185,train_0238.wav,0
-0.61064494,0.6103879,-0.4188844,-0.29783776,0.5833686,-0.3968749,-0.7211666,0.5868849,train_0239.wav,0
-0.7894626,0.6905978,-0.7202897,-0.46238017,0.9088611,-0.66616607,-0.8496657,0.7272801,train_0249.wav,0
-0.41622454,0.28618795,-0.17095307,-0.1367503,0.45843315,-0.076890655,-0.5229066,0.2697398,train_0254.wav,0
