0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,files,Class
0.24962765,0.0475544,0.29451334,0.24677548,0.11568357,-0.049994245,-0.0045247353,-0.2767339,-0.019726228,-0.12413694,-0.14368023,-0.02224522,0.28246585,-0.2762129,-0.115209974,-0.04117088,train_0002.wav,0
0.312626,0.06234531,0.21236785,0.24106741,0.017372558,-0.11190368,0.09096663,-0.3482278,0.01938399,-0.0071434435,-0.26385415,-0.017860219,0.33484635,-0.25895286,-0.13477361,0.01365673,train_0008.wav,0
0.23818938,0.2230473,0.26333293,0.23326045,0.16776411,-0.16437824,0.012951102,-0.39350796,-0.09926819,-0.13728075,-0.19332294,-0.18862031,0.27084753,-0.16155803,-0.09634847,-0.38358027,train_0010.wav,0
0.17086574,0.090765886,0.2441275,0.13685969,-0.013702389,-0.15031002,0.14232051,-0.3050523,-0.09859707,0.03741372,-0.2171415,-0.01878263,0.39645714,-0.11022879,-0.014496387,-0.15843748,train_0028.wav,0
0.18557307,0.096110895,0.22344218,0.06858216,0.08012051,0.0090899095,0.05552421,-0.20319805,-0.016946498,-0.035054535,-0.1523519,-0.17967445,0.28325668,-0.12772729,-0.17751783,-0.0659287,train_0040.wav,0
0.15933408,0.013269416,0.14170998,0.11151935,0.16888791,-0.12968418,-0.062615946,-0.2621892,-0.049304605,-0.08132473,-0.10290946,0.060685817,0.057865992,-0.09827179,-0.13799271,0.01799971,train_0043.wav,0
0.10760923,0.12602518,0.21051219,-0.03389459,0.05973119,-0.20766695,0.03966468,-0.16494523,-0.047689117,0.030129485,-0.17111981,-0.01975184,0.17235942,-0.13841724,-0.008311249,-0.10342431,train_0052.wav,0
0.1987471,0.16787592,0.1625945,0.17925555,0.130902,-0.22100113,-0.13565673,-0.353243,-0.17010964,-0.15259163,-0.1613745,-0.0015707896,0.19818828,-0.2053124,-0.20169099,-0.27759525,train_0061.wav,0
0.30047417,0.12867923,0.21650875,0.17729793,0.13973856,-0.16408753,-0.007923046,-0.29860327,-0.009582546,-0.09573626,-0.25327614,-0.069507614,0.32202473,-0.2272528,-0.19111508,-0.17945029,train_0065.wav,0
0.24327226,0.12040898,0.27771613,0.28378642,0.062249925,-0.04412465,-0.02668057,-0.35182825,0.017940963,-0.04064448,-0.324613,-0.1310979,0.3173219,-0.2266039,-0.15752201,-0.1436745,train_0071.wav,0
0.23799579,0.13739529,0.26265153,0.27720514,-0.014379492,-0.17006744,0.09803669,-0.3489746,-0.0142504405,0.069360055,-0.28787526,0.04025341,0.23551813,-0.13695395,-0.14914383,0.13040149,train_0074.wav,0
0.27068353,-0.035815682,0.12692064,0.17304757,-0.017932376,-0.09922583,0.06310094,-0.14157364,-0.042317323,0.042312372,-0.15071629,0.013176415,0.18381561,-0.057792537,-0.11405331,-0.13132307,train_0079.wav,0
0.090481214,0.010794432,0.14512381,0.00943755,0.07036793,-0.069103085,0.038705576,-0.27895573,-0.018376356,0.056248803,-0.19125237,0.008408778,0.17712283,-0.13062668,-0.034870215,0.05742056,train_0083.wav,0
0.3747786,0.20389675,0.22696279,0.28574708,0.058004055,-0.21869329,-0.0025864171,-0.3636406,-0.01959556,-0.039599072,-0.28318813,-0.041762352,0.3415916,-0.082149416,-0.09635293,-0.33243775,train_0093.wav,0
0.23677649,0.21348384,0.25143367,0.27359807,0.20157853,-0.22048719,-0.048754554,-0.4194689,-0.1460908,-0.09064213,-0.28966734,-0.22909784,0.27612263,-0.20357473,-0.16517437,-0.4701066,train_0095.wav,0
0.18849584,0.15931222,0.20122394,0.19009279,0.12004291,-0.10828886,-0.116229124,-0.29709256,-0.03121901,-0.1119832,-0.24333128,0.010606403,0.24407624,-0.19667962,-0.11091134,-0.09136273,train_0097.wav,0
0.3809022,0.17585562,0.27847627,0.21660504,0.14390515,-0.06968006,0.039213747,-0.31464612,-0.036316644,-0.07282633,-0.31846493,0.0104899015,0.28344926,-0.23327824,-0.2174541,-0.37361094,train_0101.wav,0
0.08593952,0.013981214,0.27212736,0.17367685,0.010168531,-0.14485909,-0.011700005,-0.42077813,-0.06288122,-0.002514959,-0.2551857,-0.03216312,0.21368377,-0.21595405,-0.10941692,0.07110488,train_0104.wav,0
0.23099463,0.045282487,0.15731314,0.1685383,0.15309697,-0.24497385,-0.17415324,-0.2917073,-0.05212347,-0.024873314,-0.13162632,-0.28547204,0.3001048,-0.25925168,-0.18734804,-0.18687238,train_0105.wav,0
0.19221511,0.05120926,0.22828177,0.052116476,0.12678707,-0.17350677,-0.007165673,-0.312873,0.016907917,-0.042963196,-0.08207367,0.013254064,0.23799507,-0.10845967,-0.065873586,-0.06399232,train_0106.wav,0
0.14604437,0.11267711,0.23280407,0.2521945,0.17030919,-0.19576009,-0.09549111,-0.47578657,-0.238445,-0.06778499,-0.24891567,-0.21758376,0.27918118,-0.17345689,-0.23649842,-0.39745095,train_0109.wav,0
0.14038086,-0.048018344,0.23713282,0.072246924,-0.0299249,-0.0697154,0.10073833,-0.23929882,0.07668841,0.08149698,-0.11641596,0.16655397,0.16343671,-0.13981965,-0.09212044,0.103235014,train_0120.wav,0
0.22415224,0.13219014,0.29067644,0.1957424,0.15452473,-0.085453995,-0.06492539,-0.33821824,-0.046715174,-0.02441455,-0.15231758,-0.07363662,0.28049228,-0.21730687,-0.16674097,-0.23624203,train_0128.wav,0
0.23670204,0.1182662,0.19824362,0.20192122,-0.0005347607,-0.14739224,0.0786336,-0.22744694,0.063823745,-0.019575238,-0.25283036,-0.004446315,0.23354605,-0.105930835,-0.07759516,0.009343343,train_0133.wav,0
0.35023108,0.17830306,0.17600243,0.18956342,-0.10957641,-0.18199144,0.043294,-0.16297814,0.047118437,-0.03460799,-0.20658852,-0.023022648,0.25500396,-0.098500706,-0.13904786,0.11518624,train_0134.wav,0
0.20807928,0.038267713,0.067418516,-0.061821766,-0.025630718,-0.10190679,0.03761672,-0.27361664,-0.0016997666,-0.035857044,-0.050959386,0.057103693,0.18941242,-0.1763351,-0.09692341,0.025344396,train_0136.wav,0
0.26364332,0.16360532,0.32292396,0.26158315,0.16616514,-0.13374022,0.02119174,-0.40211925,-0.06427956,-0.09283042,-0.347248,-0.25845948,0.3580108,-0.24057917,-0.23848262,-0.4609087,train_0144.wav,0
0.33054197,0.2694132,0.25282204,0.11314343,-0.016713578,0.017347904,0.046845663,-0.24660808,0.045641683,-0.03859694,-0.1755774,0.11409655,0.24738732,-0.24575654,-0.13046204,0.121364154,train_0152.wav,0
0.2238774,0.10997908,0.26565313,0.24235325,0.14748573,-0.10829404,-0.02086312,-0.4552874,-0.06643319,-0.14286155,-0.27835882,-0.07757703,0.28614727,-0.25020853,-0.08290324,-0.14013292,train_0158.wav,0
0.34649628,0.12516186,0.29916215,0.18083572,0.04876994,-0.017483843,0.0237513,-0.24125011,-0.049204886,-0.12439381,-0.24446996,0.012910268,0.26410282,-0.31281155,-0.16990963,-0.042752136,train_0161.wav,0
0.2640972,-0.043213215,0.25824153,0.11804666,-0.007302509,-0.074308924,0.106591076,-0.23289363,0.03861788,-0.089334786,-0.1674106,0.045000043,0.22663163,-0.012192636,-0.10533455,0.09435229,train_0167.wav,0
0.3015162,0.08256065,0.19722392,0.2027787,0.13326989,-0.20266049,-0.04292455,-0.4115491,-0.0015302158,-0.033354394,-0.24446395,-0.019840851,0.37099093,-0.17689188,-0.22534768,-0.06916025,train_0170.wav,0
0.14537212,0.09098766,0.21688974,0.2363097,0.02792031,-0.10858634,0.044091634,-0.29150873,-0.040935013,-0.022467643,-0.20334347,-0.06595081,0.18731818,-0.2512138,-0.09480738,-0.059034903,train_0172.wav,0
0.16334128,0.19101603,0.19718257,0.23976025,0.11352155,-0.09932539,0.03905624,-0.15530385,0.02570669,-0.11355875,-0.17602947,-0.13520052,0.21417157,-0.3059623,-0.094578944,-5.767406e-05,train_0175.wav,0
0.29033968,0.18556648,0.262542,0.34239423,0.16566545,-0.054913282,0.05508512,-0.392113,-0.07808106,-0.059432916,-0.31771934,-0.21566297,0.31177893,-0.2727723,-0.24656473,-0.30676344,train_0177.wav,0
0.2671655,0.0043069,0.23404664,0.29541007,0.18382359,-0.19134384,0.0060378234,-0.32583338,-0.076840505,-0.016569894,-0.29692686,-0.2597028,0.3019223,-0.29406944,-0.14374591,-0.28878248,train_0192.wav,0
0.42207515,0.11889294,0.2462576,0.24468552,0.15647031,-0.2405897,0.0036890262,-0.3478982,-0.0409312,-0.05780236,-0.30720532,-0.1893244,0.34747902,-0.24846758,-0.20762935,-0.39690048,train_0197.wav,0
0.12238108,0.13391142,0.2466455,0.15773551,0.0957408,-0.13199475,-0.006801808,-0.4180707,0.0073285922,-0.102784134,-0.23860914,0.08355346,0.33155853,-0.19593753,-0.24827749,-0.05439131,train_0200.wav,0
0.29486832,0.1331163,0.2693408,0.18468587,0.088507995,-0.11024272,-0.017698454,-0.43073756,-0.08324354,-0.021782268,-0.3496503,-0.0008467716,0.37753037,-0.26257718,-0.19030206,-0.13831598,train_0201.wav,0
0.37416446,0.06826137,0.2513165,0.24356866,0.19723035,-0.19803877,0.054811656,-0.34362474,-0.058201615,-0.06988728,-0.24816513,-0.15525153,0.37403616,-0.21862817,-0.19089411,-0.3650378,train_0204.wav,0
0.33197433,0.11824686,0.26540032,0.079329714,0.06000388,-0.2969741,0.028521122,-0.33109605,-0.12235699,-0.062480696,-0.21146196,-0.06451667,0.23970468,-0.23218474,-0.19149901,-0.15257324,train_0206.wav,0
0.21267393,0.111257255,0.25527543,0.1669156,0.15509228,-0.19981709,-0.069236495,-0.40816143,-0.06533667,-0.07453479,-0.20109695,-0.060336757,0.27686092,-0.27727914,-0.19790396,-0.21109162,train_0209.wav,0
0.35702574,0.22210863,0.3025194,0.16970061,0.18947506,-0.051755093,0.06669627,-0.28290233,-0.022913804,-0.13414288,-0.34497005,-0.16038665,0.3597366,-0.21317515,-0.08755292,-0.104378976,train_0211.wav,0
0.36375582,0.22580452,0.25076064,0.23677914,0.17786323,-0.19038802,0.017839497,-0.27688688,0.013699734,-0.036391344,-0.26353505,-0.093937255,0.2763302,-0.18065208,-0.24074501,-0.26554313,train_0212.wav,0
0.3554066,0.032818384,0.21259095,0.16886482,-0.0068426174,-0.10497555,0.072199635,-0.33266672,0.08006367,-0.0045745033,-0.118936315,0.077335365,0.28328004,-0.1616576,-0.09214549,0.08000556,train_0227.wav,0
0.23989297,0.19138663,0.09964659,0.07822103,0.1222066,0.007961664,-0.022393126,-0.25326174,-0.028466228,-0.11423401,-0.08363212,0.040944178,0.29356048,-0.025026664,-0.049529236,0.034180146,train_0229.wav,0
0.18024096,0.19135678,0.31474566,0.25684473,0.027714143,-0.07671103,0.09190146,-0.30520105,-0.033075146,-0.015019062,-0.25476885,-0.008549774,0.2511329,-0.22268637,-0.021690816,-0.28849742,train_0233.wav,0
0.20335977,0.050005756,0.20096067,0.21098317,0.166242,-0.15558814,-0.020396141,-0.4473419,-0.017091325,-0.059007842,-0.2825688,0.01593552,0.28120607,-0.1494776,-0.15852708,-0.063879944,train_0238.wav,0
0.23030216,0.14907657,0.27797017,0.15199368,0.09517309,-0.11680087,-0.03711803,-0.32785246,-0.0032661038,-0.12576702,-0.25284836,-0.0023831446,0.28828785,-0.23067698,-0.11159933,-0.043590575,train_0239.wav,0
0.34876102,0.06611563,0.2295152,0.2787636,0.18361452,-0.23566669,0.020901548,-0.50853086,-0.1267948,-0.05487454,-0.32687712,-0.16648348,0.33478126,-0.2500119,-0.21426307,-0.25835177,train_0249.wav,0
0.24822548,0.046891917,0.20874733,0.12254755,-0.032764155,-0.05984084,0.07765433,-0.13496958,0.08690511,-0.06928746,-0.10816061,0.035035085,0.17088838,-0.16643979,-0.048833184,0.12755825,train_0254.wav,0
-0.074787125,-0.006833169,0.078124,0.1930304,0.23128922,-0.09995888,0.07350299,-0.116661385,-0.21424942,-0.09103166,-0.21472126,-0.17632644,0.18866473,-0.16191046,0.08928631,-0.47239938,train_0282.wav,0
0.20499814,0.18451229,0.28068486,0.27761486,0.15460171,-0.120674595,-0.031697903,-0.437578,-0.13813432,-0.046096873,-0.27935246,-0.14118485,0.29663846,-0.19546255,-0.1961049,-0.36286238,train_0291.wav,0
0.29788142,0.10946573,0.23996991,0.1675287,0.17118141,-0.031384055,0.044093642,-0.27735192,-0.011544934,-0.12201394,-0.21834263,0.017469425,0.27686408,-0.16977184,-0.11698425,0.012989241,train_0292.wav,0
0.18649034,0.10650655,0.1662893,0.065113865,-0.005894178,-0.13747762,0.07042656,-0.17138135,0.045516584,-0.055952508,-0.099620126,0.039620385,0.18645304,-0.007653934,-0.05080279,-0.02222584,train_0294.wav,0
0.31454244,0.21185514,0.26394758,0.26593113,0.122491114,-0.08206028,0.04027071,-0.31517535,-0.044480134,-0.0074899257,-0.28804094,-0.15706463,0.28257576,-0.26537165,-0.15640202,-0.48019043,train_0298.wav,0
-0.07213259,0.08627893,0.25063652,0.2071937,0.23237574,0.02525539,-0.032211833,-0.3104602,-0.24711412,-0.035341218,-0.21858142,-0.15643844,0.30279988,-0.08891752,-0.08128313,-0.3714504,train_0299.wav,0
0.45862007,0.23572211,0.25060073,0.24815801,0.15772259,-0.18910651,-0.014921652,-0.4248416,-0.025438845,-0.047783695,-0.29440695,-0.21827859,0.3193188,-0.23368654,-0.26973256,-0.42750221,train_0301.wav,0
0.19423681,0.078441076,0.23171219,0.22311066,0.055583417,-0.19317226,-0.020318285,-0.37819064,-0.008208772,-0.03405259,-0.20258246,-0.0689962,0.25359473,-0.21880208,-0.13885032,-0.17932151,train_0311.wav,0
-0.12915757,-0.12953511,0.0574208,-0.030155428,0.093804814,0.08248343,-0.17085646,0.07443551,-0.14063202,-0.009851141,0.077294834,-0.12150691,-0.096888155,0.08292467,-0.013478124,-0.07314583,train_0313.wav,0
0.20972504,0.05768266,0.19962588,0.2576213,0.15362167,-0.060489815,0.0018055576,-0.3041731,-0.13454534,-0.106586955,-0.20951253,-0.1357465,0.29917723,-0.24430884,-0.16943727,-0.051466122,train_0314.wav,0
0.33185312,0.18209979,0.2826964,0.18294263,0.04707953,-0.11328217,0.032121804,-0.3391235,0.032419685,-0.02993535,-0.23136953,0.08526954,0.32380623,-0.13722518,-0.14182462,-0.29709965,train_0317.wav,0
-0.23765405,-0.060542826,-0.18294859,-0.18734659,0.019540993,-0.021568691,-0.050040856,-0.023305612,-0.2130256,0.13075757,0.14594252,-0.116946355,-0.14975795,0.025106965,0.061808884,0.033992995,train_0320.wav,0
0.17799456,0.0885306,0.22060841,0.1553655,-0.014044076,-0.07659926,-0.022028295,-0.29539645,0.017487643,0.007976561,-0.22217001,0.008437831,0.2607045,-0.14310423,-0.061605334,-0.08729078,train_0332.wav,0
0.2693669,0.021283042,0.24971731,0.17703539,0.048174206,-0.11050089,0.06835074,-0.20871997,0.035861664,-0.019885875,-0.2317952,0.010503309,0.3078907,-0.2736075,-0.1163694,-0.007646527,train_0344.wav,0
0.20361619,0.09616053,0.2497674,0.25959596,0.078016534,-0.05241416,0.079012156,-0.25188383,-0.12068579,-0.0012058513,-0.27023003,-0.26374966,0.31652123,-0.18295947,-0.18753049,-0.36514825,train_0356.wav,0
0.24587625,0.08206968,0.21677755,0.22316378,0.16084601,-0.18647651,-0.025986101,-0.312486,-0.114104055,-0.077805884,-0.14263217,-0.10255579,0.24384637,-0.1649144,-0.25111657,0.0014843313,train_0363.wav,0
0.22875771,0.20450903,0.23430733,0.25698084,-0.034598142,-0.0798816,0.04346944,-0.2505465,0.16978689,0.028969977,-0.26808873,0.08976119,0.28194192,-0.15595998,-0.12586576,0.039962742,train_0366.wav,0
0.3417305,0.015431082,0.24475956,0.20143797,0.030710574,0.042771317,0.09492925,-0.31503704,0.03251897,-0.004630865,-0.30559203,0.022199,0.33916256,-0.17088586,-0.22152628,-0.27891132,train_0390.wav,0
0.18382128,0.13731456,0.19518991,0.07522781,0.15304255,-0.08219541,-0.10855298,-0.22903907,-0.1330043,-0.12916327,-0.1521402,-0.101897,0.24683659,-0.18536854,-0.23506409,-0.17517574,train_0398.wav,0
0.23642728,0.05543467,0.2800936,0.19741908,0.12598167,-0.11698964,-0.028399847,-0.12970516,-0.07015892,-0.090273865,0.0010179118,-0.07928526,0.20230567,-0.15367097,-0.1600464,0.073885605,train_0430.wav,0
0.15063894,0.1393386,0.13467519,0.17293294,0.03071679,-0.088616624,0.047981553,-0.2593479,-0.061864167,-0.041066956,-0.17530082,-0.10317641,0.26155898,-0.12333395,-0.09171649,-0.13214971,train_0431.wav,0
0.2681758,0.07440649,0.2591093,0.24433675,0.102741174,-0.17825359,-0.0041934135,-0.35618904,-0.0652042,-0.024910865,-0.2602569,-0.0922925,0.29545134,-0.136506,-0.16501409,-0.18887089,train_0432.wav,0
