0,1,2,3,4,5,6,7,files,Class
0.57346797,0.40618905,0.35931116,-0.5923568,-0.6750169,0.3877102,-0.76259214,-0.7636101,train_0002.wav,0
0.16789584,0.69195914,0.33027688,-0.4911803,-0.35758814,0.3946455,-0.65445954,-0.57294905,train_0008.wav,0
0.01679957,0.59747905,0.40392703,0.09660679,-0.52698123,0.7114526,-0.6146212,-0.70778406,train_0010.wav,0
-0.062155947,0.49732885,0.39656946,-0.43056396,-0.68404454,0.19152194,-0.6514323,-0.7373807,train_0028.wav,0
0.34733737,0.46513665,0.13859837,-0.41961327,-0.44128057,-0.048487008,-0.5227189,-0.44007173,train_0040.wav,0
0.6322756,0.065222405,0.4066242,-0.49324673,-0.50702655,-0.08336179,-0.34010714,-0.6102801,train_0043.wav,0
-0.18869627,0.6223241,0.23691177,-0.5006229,-0.6775827,0.522526,-0.67032206,-0.82031596,train_0052.wav,0
0.36114183,0.6499945,0.59221125,-0.5361407,-0.6813837,0.36629325,-0.59572965,-0.8375813,train_0061.wav,0
0.23238592,0.7587151,0.5026726,-0.6503304,-0.8257991,0.67870903,-0.7610036,-0.91574883,train_0065.wav,0
0.22586758,0.5133428,0.37548083,-0.4867846,-0.72225696,-0.027361646,-0.63764644,-0.78893685,train_0071.wav,0
0.58180875,0.38818735,0.24533203,-0.36070192,-0.63741606,0.0953535,-0.5446453,-0.45740354,train_0074.wav,0
-0.05270844,0.25767115,-0.015436374,-0.17792037,-0.50268155,0.61490273,-0.6193032,-0.47259066,train_0079.wav,0
0.3609017,0.47201997,0.5488258,-0.46468845,-0.3425756,0.14794725,-0.13097294,-0.5801805,train_0083.wav,0
0.15671232,0.646424,0.39516714,-0.12738007,-0.6471616,0.63635975,-0.70588577,-0.7208088,train_0093.wav,0
0.20499346,0.73966825,0.7693068,-0.467152,-0.82566416,0.8267624,-0.63701534,-0.87270516,train_0095.wav,0
0.20732366,0.45506796,0.45492208,-0.20386578,-0.52306145,0.4899429,-0.4849892,-0.69834113,train_0097.wav,0
-0.41732344,0.79934764,0.5541446,-0.5528259,-0.91061705,0.91605765,-0.99102277,-0.95493686,train_0101.wav,0
0.55999655,0.48369348,0.61966735,-0.41300863,-0.65017575,0.02531068,-0.5094261,-0.7218189,train_0104.wav,0
0.20521607,0.58822864,0.5617502,-0.44692445,-0.75065106,0.44853416,-0.5370337,-0.86778057,train_0105.wav,0
0.34694123,0.53641963,0.5477111,-0.32030466,-0.5471136,0.3909241,-0.60356534,-0.7571268,train_0106.wav,0
0.36059985,0.7547248,0.7220164,-0.3913486,-0.771694,0.771016,-0.43075225,-0.9016304,train_0109.wav,0
0.5367988,0.29625708,-0.11816386,-0.506512,-0.27299953,-0.33552518,-0.5430424,-0.2680581,train_0120.wav,0
0.16684178,0.5166673,0.48617506,-0.23047635,-0.4663217,0.3988225,-0.5100515,-0.66197395,train_0128.wav,0
0.30092633,0.25385684,0.21977088,-0.2791796,-0.4191131,0.21500736,-0.49388725,-0.516788,train_0133.wav,0
