0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,files,Class
-0.121221036,-0.1425501,-0.34676325,-0.28665528,-0.3050311,0.00814067,-0.028286155,0.13141677,0.13890824,0.20599228,0.27650648,0.14162266,-0.5607643,0.31561458,0.052956372,0.1643887,devel_0001.wav,0
-0.070136175,-0.15827964,-0.36975157,-0.29862583,-0.24772947,-0.037746854,0.0034551406,0.2181753,0.025702836,0.2238774,0.26792932,0.11609105,-0.5333608,0.23306741,-0.088968076,0.11435381,devel_0002.wav,1
0.32447278,0.049380932,0.23284203,0.28672045,0.12971906,-0.19118424,0.04331747,-0.38384083,-0.109316275,-0.05178317,-0.2506482,-0.0013063253,0.31178507,-0.32856563,-0.19757533,-0.12798849,devel_0003.wav,2
0.054785665,0.12769078,0.021335863,0.17164482,0.20013876,-0.19637524,0.042401,-0.21168596,-0.09707708,-0.03433294,-0.21312574,-0.10327694,0.26300028,-0.14209239,-0.005987543,-0.29454967,devel_0004.wav,2
0.2586504,0.16627,0.20343365,0.08362617,0.109384455,-0.20258439,-0.04639666,-0.3542928,0.026762353,-0.11399683,-0.20726585,-0.07138612,0.29310384,-0.13872194,-0.1107998,-0.17912494,devel_0005.wav,0
0.28328678,0.13969906,0.30630025,0.13543193,0.08431833,-0.1692814,0.03470733,-0.31165233,-0.060220197,-0.034475032,-0.2719108,-0.080260634,0.28782186,-0.13204286,-0.17525329,-0.29845074,devel_0006.wav,1
0.30728447,0.17283209,0.2701691,0.2497252,-0.039663997,-0.09234512,0.07267192,-0.28481755,0.05141051,-0.06036559,-0.16387121,-0.013849818,0.22844172,-0.12720045,-0.12819618,0.037221253,devel_0007.wav,1
0.31875408,0.15341458,0.2162152,0.20909,0.095879614,-0.12054839,-0.013241467,-0.40011412,0.017328896,-0.043936875,-0.33531225,-0.111670196,0.3886676,-0.15002161,-0.12915204,-0.10599602,devel_0008.wav,2
0.33307457,0.18144207,0.22612108,0.16951062,0.09441029,-0.25391918,-0.010823369,-0.3020333,-0.028923763,-0.096100315,-0.24793366,-0.06674035,0.27095777,-0.18778726,-0.23674642,-0.1475704,devel_0009.wav,0
0.28526476,0.08721455,0.20220482,0.26121637,0.11634622,-0.14603037,-0.00028260602,-0.4477701,-0.09907375,-0.03721541,-0.22202693,-0.026604315,0.27565587,-0.34469458,-0.22061206,0.03327998,devel_0010.wav,2
0.022979328,0.066815294,0.17565034,0.21835352,0.046640355,-0.08697999,0.02757712,-0.35260937,-0.00982191,0.07911097,-0.16379978,0.0025537205,0.27123624,-0.18359257,-0.114348225,0.021441333,devel_0011.wav,0
-0.02941502,-0.15581657,-0.10818121,-0.008025085,-0.05725299,-0.065877296,-0.15062818,0.061474573,-0.053981036,-0.031521704,0.117847554,-0.02064186,-0.07627617,-0.100012735,-0.10831822,0.083996974,devel_0012.wav,1
0.29847685,0.15281472,0.290939,0.15434,0.109099515,-0.1772407,0.07891767,-0.38733897,0.04682716,-0.08683178,-0.21680099,-0.060160782,0.33248904,-0.21819748,-0.21511757,-0.1826026,devel_0013.wav,2
0.17435052,-0.23967248,0.057878215,0.052126657,0.048261985,-0.051914535,0.052445542,-0.1298654,-0.0025162944,-0.00247916,0.05271568,0.018023377,0.10364228,0.008613964,-0.046365466,-0.05970058,devel_0014.wav,0
0.1754989,0.19035843,0.099988386,-0.019426506,0.04003497,-0.043695413,0.044169724,-0.092550784,-0.00041682622,-0.04322491,-0.20774797,-0.0869382,0.2021442,0.029372549,-0.07601301,-0.16774867,devel_0015.wav,2
-0.1760029,-0.06341491,-0.053457182,-0.087982595,0.07433732,-0.008504699,-0.034658376,-0.18565673,-0.247451,-0.041986655,0.03431316,-0.18062057,0.029026045,0.004789224,0.030221593,-0.1644895,devel_0016.wav,1
-0.035788838,0.140073,-0.1008671,0.12215799,0.18818314,0.054056827,-0.16122217,-0.11264216,-0.0013433951,-0.0348963,-0.09010729,-0.13551387,0.10552708,-0.19120157,-0.09875116,-0.044197258,devel_0017.wav,2
0.2090485,0.11602622,0.25578353,0.1597429,0.17549779,-0.07769367,-0.0044499976,-0.35949993,-0.11577589,-0.026329502,-0.25971618,-0.10716886,0.28770754,-0.3309816,-0.13359371,-0.09799922,devel_0018.wav,1
0.17044325,0.10122432,-0.014206306,0.3262557,0.23770191,-0.056063235,-0.095623314,-0.47382396,-0.19834144,0.052575517,-0.25257295,0.01764147,0.20779237,-0.3468349,-0.22967955,-0.25614643,devel_0019.wav,2
0.250399,0.20623672,0.33378744,0.1870442,0.13414,-0.12929751,0.026438598,-0.3315382,0.0692153,-0.077675164,-0.29875723,-0.036259566,0.33646488,-0.2263789,-0.16178165,-0.23269364,devel_0020.wav,1
0.25409538,0.12680389,0.24144919,0.21221599,0.18167257,-0.28846133,-0.01903173,-0.33623028,-0.099824004,-0.06341938,-0.28733012,-0.19758116,0.35104638,-0.18227045,-0.10737369,-0.42133322,devel_0021.wav,1
-0.07498813,-0.03536686,0.06494089,0.33027843,0.34756637,-0.12257154,0.03782396,-0.29262066,-0.069819756,-0.07478971,-0.20555668,-0.19552058,0.2858959,-0.13333023,-0.14162275,-0.27553114,devel_0022.wav,2
0.2059321,0.10547685,0.15053108,0.13819523,0.034846757,-0.055325814,0.028139785,-0.25434873,0.008950636,-0.07561402,-0.09137732,0.13127224,0.1711098,-0.21343769,-0.14989749,0.028410433,devel_0023.wav,1
0.24474032,0.057630662,0.30802578,0.27328613,0.08696162,-0.084169865,0.078168385,-0.3089704,-0.053667925,-0.0037612196,-0.28201282,-0.10373692,0.29384276,-0.26437247,-0.12840956,-0.10230296,devel_0024.wav,1
0.31176,0.14370818,0.24898376,0.2154894,0.13312313,-0.1273767,0.016334677,-0.42628053,-0.08047617,-0.037596226,-0.3108066,-0.02212212,0.3303519,-0.186265,-0.24592468,-0.4014439,devel_0025.wav,1
0.07632988,0.14743926,0.23974355,0.23608816,0.12492125,-0.1387997,0.033968873,-0.3020782,-0.024258545,-0.0449098,-0.24399427,-0.079726964,0.2634959,-0.19718306,-0.06884896,-0.15614869,devel_0026.wav,2
0.22670302,0.13504598,0.23419295,0.22519636,0.0713493,-0.21125722,0.022033736,-0.23542792,-0.09492416,-0.04208712,-0.25402135,0.0013188624,0.34827664,-0.27161697,-0.058637954,-0.1643505,devel_0027.wav,1
