0,1,2,3,4,5,6,7,files,Class
0.1280908,0.24874131,-0.03117313,-0.094675675,0.1595604,-0.29562494,0.0,-0.43694687,devel_0001.wav,0
-0.01325603,0.34915003,-0.020139787,-0.09997903,0.27447367,-0.2844695,0.0,-0.6750775,devel_0002.wav,1
0.7577336,0.3297106,-0.022112165,-0.2706607,0.2577034,-0.22216797,0.0,-0.5692842,devel_0003.wav,2
0.6524336,0.3313694,-0.0153998,-0.42134264,0.25190362,-0.19781572,0.009860754,-0.54669607,devel_0004.wav,2
0.5776131,0.3771252,-0.04036675,-0.3157497,0.3050889,-0.25046548,0.0,-0.69540054,devel_0005.wav,0
0.5277974,0.36466542,-0.012482865,-0.3139709,0.1764135,-0.308456,0.0,-0.64473754,devel_0006.wav,1
0.29637164,0.32099816,-0.03758247,-0.24795069,0.29401723,-0.25189048,0.0,-0.46162584,devel_0007.wav,1
0.6289183,0.385561,-0.02819395,-0.21088605,0.26333687,-0.23472688,0.0,-0.5664643,devel_0008.wav,2
0.7075839,0.31892186,-0.035012405,-0.32356828,0.22776218,-0.23980129,0.0,-0.6147802,devel_0009.wav,0
0.60891193,0.28684,-0.028496735,-0.1445266,0.20736076,-0.16241352,0.0,-0.46538052,devel_0010.wav,2
0.46460992,0.32547197,-0.051991254,0.082354985,0.28551763,-0.19814011,0.0,-0.39026806,devel_0011.wav,0
0.71503097,0.2974443,-0.028969938,-0.1793982,0.24750887,-0.19180803,0.0,-0.566938,devel_0012.wav,1
0.82212293,0.34986588,-0.018069185,-0.3023768,0.24957484,-0.25672755,0.0,-0.5924287,devel_0013.wav,2
0.7799118,0.34869516,-0.021404294,-0.34587392,0.26625583,-0.26389295,0.0,-0.53870475,devel_0014.wav,0
0.7115454,0.36771667,-0.016099887,-0.3168497,0.21622123,-0.25660956,0.0,-0.6428059,devel_0015.wav,2
0.35916463,0.35814703,-0.11055285,-0.16342905,0.24416351,-0.19659826,0.0,-0.37426957,devel_0016.wav,1
0.5770533,0.4195339,-0.1431698,-0.18078694,0.18695012,-0.12800139,0.1979069,-0.38142374,devel_0017.wav,2
0.4755613,0.33653972,-0.041772246,-0.28212738,0.2607326,-0.25908247,0.0,-0.50673395,devel_0018.wav,1
0.69622684,0.3749979,-0.0120305605,-0.33225572,0.20963615,-0.24072893,0.0,-0.5916937,devel_0019.wav,2
0.7069745,0.33695322,-0.009041949,-0.3470191,0.24031222,-0.24787864,0.0,-0.58552635,devel_0020.wav,1
0.7903082,0.37486023,-0.014902435,-0.34714112,0.23892596,-0.26577905,0.0,-0.5534011,devel_0021.wav,1
0.5275465,0.34540185,-0.029118609,-0.3390502,0.23154074,-0.33092296,0.20468274,-0.44446117,devel_0022.wav,2
0.49363825,0.31738096,-0.03904096,-0.34109762,0.20730714,-0.15790321,0.0,-0.570284,devel_0023.wav,1
0.68543667,0.35293838,-0.041761708,-0.27846453,0.22679563,-0.27632728,0.0,-0.50748295,devel_0024.wav,1
0.7767698,0.36635473,-0.0096868295,-0.40229854,0.21055974,-0.26590663,0.0,-0.557254,devel_0025.wav,1
0.6882358,0.33247176,-0.015744694,-0.2945525,0.25529954,-0.25677353,0.0,-0.56581056,devel_0026.wav,2
0.5512533,0.3213432,-0.022902476,-0.3160925,0.23590553,-0.18485412,0.0,-0.5449971,devel_0027.wav,1
