0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,files,Class
-0.039327502,-0.119022906,-0.1385223,-0.1630995,0.07883696,0.06860139,-0.069413796,-0.12514986,-0.105849385,-0.09669179,-0.10686866,0.020103501,-0.16116636,0.1000093,-0.20573835,0.090440884,devel_0001.wav,0
-0.032540247,-0.16489106,-0.04459442,-0.168074,0.1255198,0.13436224,-0.0749245,-0.066120505,-0.195694,-0.07780388,-0.11466423,-0.040458404,-0.18376082,0.0644576,-0.08808651,0.14278315,devel_0002.wav,1
0.8818463,0.673279,0.84616375,0.6482298,0.482366,-0.13350733,0.72271377,0.6105166,0.09755934,0.29815844,0.7475044,-0.6559536,0.7498348,-0.7188052,0.58607787,-0.93725824,devel_0003.wav,2
0.572185,0.47043625,0.5283221,-0.5025478,0.28054306,0.16517736,0.45810905,0.5265347,0.008348778,0.010826828,0.59384215,-0.37978315,0.50327516,-0.62072396,0.32512254,-0.5996901,devel_0004.wav,2
0.7296145,0.61855185,0.7335263,0.111082956,0.5596084,-0.08652576,0.6486308,0.5848609,-0.0014634646,0.1413842,0.6505976,-0.6282629,0.7153167,-0.65546113,0.62918127,-0.8323777,devel_0005.wav,0
0.82126176,0.5972149,0.7536042,-0.25853693,0.6397246,0.15635793,0.64926565,0.5085432,0.071176276,-0.24393132,0.65422744,-0.6543964,0.63173264,-0.6431682,0.5464297,-0.7424284,devel_0006.wav,1
0.7877927,0.57610744,0.7302971,-0.5201215,0.45591915,-0.07492732,0.5710537,0.61421424,-0.10504535,-0.07465332,0.61206585,-0.38395357,0.6549958,-0.6809287,0.3778911,-0.8668598,devel_0007.wav,1
0.8074318,0.58172876,0.77962995,0.28941286,0.56708425,0.091392696,0.69982606,0.6119241,-0.018249184,-0.0029922146,0.66511303,-0.6247411,0.6811743,-0.68039167,0.5952101,-0.87174857,devel_0008.wav,2
0.79086334,0.62626445,0.7620423,0.25820708,0.42327243,0.09441539,0.5116952,0.52126825,-0.13521661,-0.07820924,0.7388015,-0.5960829,0.6785997,-0.6662994,0.46212634,-0.7893115,devel_0009.wav,0
0.8569561,0.5645956,0.82667536,0.020456428,0.40562573,0.08067248,0.6438051,0.5523326,-0.011739292,0.06388433,0.6448958,-0.58294123,0.6448292,-0.62686723,0.42515743,-0.8919233,devel_0010.wav,2
