0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,files,Class
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.42328724,-0.8100859,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0002.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999998,0.30528796,-0.76416737,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0008.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.3187788,-0.90599525,-1.0,1.0,-1.0,0.9781381,1.0,-1.0,train_0010.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.40810224,-0.90437067,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0028.wav,0
-0.9061569,-0.8579099,-1.0,-1.0,-1.0,1.0,-1.0,-0.92052513,0.9774649,-0.40778553,-1.0,1.0,-1.0,0.94191694,1.0,-1.0,train_0040.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.99999994,0.5528077,-0.60666406,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0043.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.09102436,-0.92096883,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0052.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.39902475,-0.72171724,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0061.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.9670687,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0065.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.3911915,-0.94941056,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0071.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999998,0.814188,-0.48984903,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0074.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.2874198,-0.8654715,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0079.wav,0
-1.0,-0.99953294,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999965,0.78468287,-0.2563879,-1.0,1.0,-1.0,0.99376595,1.0,-1.0,train_0083.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.6055833,-0.66848344,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0093.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.040044066,-0.93977594,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0095.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5458,-0.6134784,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0097.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.22886433,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0101.wav,0
-1.0,-0.8914808,-1.0,-1.0,-1.0,1.0,-1.0,-0.99996835,0.89606017,-0.26797998,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0104.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.39544755,-0.71028394,-1.0,1.0,-1.0,0.928445,1.0,-1.0,train_0105.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999998,0.5542412,-0.5522876,-1.0,1.0,-1.0,0.9403911,1.0,-1.0,train_0106.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.17355612,-0.83427656,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0109.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999997,0.8220855,-0.5902071,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0120.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.5158758,-0.8535701,-1.0,1.0,-1.0,1.0,1.0,-1.0,train_0128.wav,0
