0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,files,Class
-0.9698851,-0.92405105,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999969,0.9861769,-0.36040837,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0001.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999929,0.85676414,-0.52099496,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0002.wav,1
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.042165402,-0.9407897,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0003.wav,2
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.22071558,-0.8393949,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0004.wav,2
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.17287752,-0.82471657,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0005.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.99999994,0.22640422,-0.85056937,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0006.wav,1
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999998,0.9521227,-0.48724788,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0007.wav,1
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.2106427,-0.8481617,-1.0,1.0,-1.0,0.98270667,1.0,-1.0,devel_0008.wav,2
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999998,0.2983801,-0.78980005,-1.0,1.0,-1.0,0.9466927,1.0,-1.0,devel_0009.wav,0
-1.0,-0.9912715,-1.0,-1.0,-1.0,1.0,-1.0,-0.9702211,0.5025097,-0.53068495,-1.0,1.0,-1.0,0.9921447,1.0,-1.0,devel_0010.wav,2
-1.0,-0.8583477,-1.0,-1.0,-1.0,1.0,-1.0,-0.9999999,0.5315385,-0.37757748,-1.0,1.0,-1.0,0.9944588,1.0,-1.0,devel_0011.wav,0
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.019685304,-0.9166143,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0012.wav,1
-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.9947181,-1.0,1.0,-1.0,1.0,1.0,-1.0,devel_0013.wav,2
